Employee ID,Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate,Months
fffe31003300340033003300,Female,Service,Yes,1,1.0,2.9,0.1,43
fffe31003700320030003500,Male,Service,No,1,3.0,3.2,0.21,38
fffe3700380031003600,Female,Product,No,3,5.0,4.2,0.37,38
fffe3500310034003100,Male,Service,Yes,2,6.0,6.9,0.51,37
fffe3600340039003100,Male,Service,No,3,6.0,5.3,0.5,38
fffe32003900320039003900,Male,Service,No,1,2.0,1.8,0.14,40
fffe3300390032003300,Female,Service,No,1,3.0,4.7,0.25,47
fffe33003100310034003700,Female,Service,Yes,1,3.0,3.0,0.21,39
fffe31003100310031003900,Female,Service,No,1,2.0,5.1,0.34,40
fffe31003700370039003200,Female,Service,Yes,0,1.0,2.1,0.04,44
fffe3100380037003700,Female,Service,Yes,2,4.0,3.8,0.28,41
fffe33003300350033003000,Male,Service,No,2,3.0,5.7,0.34,48
fffe3600360031003600,Female,Service,Yes,1,2.0,3.8,0.27,47
fffe33003100350032003900,Male,Service,Yes,2,4.0,6.6,0.43,41
fffe32003200320039003400,Male,Service,No,4,9.0,9.3,0.93,44
fffe33003200310033003000,Male,Service,Yes,3,5.0,5.1,0.44,47
fffe3200350031003900,Male,Product,No,3,5.0,3.7,0.31,45
fffe32003700360033003800,Male,Service,No,3,5.0,5.2,0.41,37
fffe31003100320034003000,Male,Service,Yes,1,2.0,5.2,0.29,40
fffe32003400390031003000,Female,Service,Yes,3,6.0,5.8,0.5,40
fffe31003000380030003300,Female,Service,Yes,1,3.0,4.6,0.3,41
fffe31003600370030003000,Male,Product,No,1,3.0,5.5,0.48,44
fffe32003200390033003200,Female,Product,Yes,3,6.0,4.3,0.32,42
fffe31003300300033003500,Female,Product,No,2,5.0,7.4,0.52,45
fffe32003700370037003400,Female,Product,No,2,5.0,7.4,0.69,40
fffe3500350033003400,Female,Product,Yes,2,3.0,2.9,0.19,44
fffe3100390035003200,Female,Service,Yes,2,5.0,6.3,0.48,48
fffe31003900360036003900,Male,Product,No,2,5.0,8.4,0.65,47
fffe31003300300036003900,Male,Service,Yes,3,6.0,4.6,0.34,45
fffe3700390032003500,Male,Service,Yes,2,4.0,5.6,0.46,44
fffe33003000390035003700,Male,Service,Yes,3,4.0,5.5,0.33,37
fffe32003000320037003900,Male,Product,Yes,3,5.0,6.0,0.43,41
fffe3200310038003800,Female,Service,No,2,5.0,6.8,0.45,41
fffe32003400320031003200,Male,Service,Yes,2,2.0,4.9,0.28,39
fffe32003200320031003200,Female,Service,No,3,5.0,5.1,0.46,47
fffe39003300,Female,Service,Yes,4,8.0,7.6,0.77,47
fffe3800380039003500,Male,Service,Yes,0,2.0,3.8,0.3,38
fffe32003300340038003800,Male,Service,No,4,9.0,7.1,0.73,39
fffe33003000330037003600,Male,Service,No,3,7.0,7.2,0.63,47
fffe3600320034003700,Female,Product,No,4,8.0,9.4,0.87,47
fffe33003300320034003600,Female,Product,Yes,0,1.0,3.6,0.28,45
fffe32003400370037003100,Female,Service,Yes,0,2.0,4.2,0.27,42
fffe31003300310032003600,Male,Product,Yes,5,10.0,8.0,0.73,45
fffe33003300310032003300,Female,Product,Yes,1,3.0,3.7,0.22,37
fffe360032003600,Female,Service,No,3,7.0,9.8,0.84,40
fffe33003300390036003300,Male,Service,No,4,7.0,7.2,0.61,42
fffe33003100390031003000,Female,Product,No,3,5.0,4.4,0.39,45
fffe32003100310035003800,Female,Service,Yes,4,8.0,7.7,0.81,48
fffe32003400380030003700,Female,Service,Yes,3,6.0,9.6,0.85,41
fffe33003300390037003300,Male,Service,Yes,2,5.0,7.4,0.63,45
fffe32003000370030003400,Female,Service,Yes,1,3.0,3.6,0.3,38
fffe33003400380037003600,Female,Product,Yes,3,5.0,5.4,0.5,46
fffe33003400370031003600,Female,Product,No,2,5.0,5.9,0.37,38
fffe32003200300038003800,Male,Service,No,3,6.0,6.8,0.59,41
fffe32003600300031003900,Female,Service,No,2,3.0,5.5,0.33,43
fffe31003600360037003400,Female,Product,No,2,6.0,8.1,0.63,43
fffe33003000380031003900,Female,Service,No,4,8.0,7.9,0.63,38
fffe3300310033003300,Female,Service,Yes,2,3.0,3.6,0.14,44
fffe3600370039003400,Male,Product,No,2,6.0,5.9,0.56,37
fffe32003900340031003000,Male,Service,Yes,0,1.0,5.0,0.29,39
fffe3300360032003300,Female,Service,No,2,3.0,4.2,0.21,46
fffe33003300300032003300,Male,Service,No,2,5.0,6.0,0.53,46
fffe3500330036003600,Male,Service,No,4,6.0,7.1,0.56,41
fffe33003100370038003900,Female,Product,No,1,3.0,6.0,0.49,48
fffe32003400330034003400,Female,Service,No,1,3.0,5.9,0.46,41
fffe31003500340030003700,Male,Product,No,3,8.0,8.0,0.77,43
fffe3400310035003200,Female,Product,No,2,6.0,5.9,0.54,45
fffe3600360038003500,Male,Service,No,3,6.0,7.5,0.58,42
fffe3400380030003300,Male,Product,No,3,5.0,5.2,0.33,43
fffe32003700360039003200,Male,Service,Yes,3,6.0,6.5,0.48,39
fffe33003100390038003400,Female,Service,Yes,2,3.0,3.7,0.27,45
fffe31003700330038003300,Female,Service,No,4,6.0,5.5,0.5,44
fffe31003100390030003400,Female,Service,No,3,7.0,6.5,0.61,48
fffe31003100300037003000,Female,Service,Yes,1,3.0,3.9,0.33,48
fffe31003900340033003500,Male,Service,No,3,5.0,5.6,0.32,44
fffe32003700360036003300,Female,Product,Yes,0,1.0,2.4,0.09,38
fffe31003100310037003500,Female,Product,No,2,6.0,6.9,0.53,41
fffe33003200330037003700,Male,Product,Yes,1,3.0,5.3,0.5,45
fffe3700310033003900,Female,Service,Yes,2,3.0,4.5,0.34,39
fffe31003900310037003300,Female,Service,No,0,1.0,4.5,0.29,41
fffe33003300350039003700,Male,Service,No,2,4.0,7.3,0.55,37
fffe32003700360037003700,Female,Service,Yes,2,2.0,3.5,0.22,39
fffe33003000350036003300,Female,Service,No,2,5.0,6.1,0.52,44
fffe3300320034003600,Male,Service,Yes,2,3.0,6.4,0.43,37
fffe32003200330033003300,Male,Product,Yes,3,7.0,6.0,0.52,48
fffe340031003000,Female,Service,Yes,4,7.0,6.9,0.6,41
fffe32003000370034003900,Female,Product,Yes,1,3.0,6.1,0.37,48
fffe32003800330035003600,Male,Service,Yes,1,3.0,3.3,0.12,48
fffe31003400370034003400,Male,Product,No,2,3.0,7.0,0.47,45
fffe32003000310039003000,Female,Product,No,4,8.0,7.8,0.76,40
fffe33003300380034003900,Male,Service,Yes,3,6.0,7.5,0.64,44
fffe31003100370038003600,Female,Service,Yes,2,4.0,5.6,0.47,47
fffe32003700340039003000,Female,Service,Yes,3,4.0,4.7,0.35,41
fffe33003000380031003600,Female,Product,Yes,1,1.0,0.5,0.0,47
fffe31003100300035003500,Male,Service,No,4,7.0,7.7,0.56,38
fffe31003700370036003400,Female,Product,No,3,5.0,6.4,0.49,48
fffe31003100300033003800,Male,Service,Yes,3,6.0,4.8,0.3,40
fffe32003300380034003600,Male,Product,No,4,6.0,7.2,0.51,43
fffe33003200320035003200,Male,Service,No,2,5.0,4.7,0.37,48
fffe32003500310038003900,Male,Service,Yes,2,4.0,5.2,0.31,42
fffe3700380037003800,Male,Service,Yes,4,6.0,8.3,0.66,43
fffe31003200330032003400,Male,Service,No,2,5.0,5.7,0.53,38
fffe32003200380034003500,Female,Product,Yes,1,2.0,0.5,0.05,47
fffe3300310037003500,Female,Product,Yes,1,4.0,6.9,0.5,45
fffe31003700310031003900,Male,Product,No,3,5.0,7.9,0.64,37
fffe31003800310039003100,Female,Service,No,3,5.0,6.9,0.46,43
fffe31003700360033003500,Female,Service,Yes,2,4.0,7.1,0.51,48
fffe32003100320030003900,Male,Service,Yes,1,1.0,4.4,0.22,39
fffe3200360032003600,Male,Service,No,2,5.0,6.5,0.64,39
fffe32003400390032003000,Female,Service,Yes,0,1.0,2.3,0.12,39
fffe31003100330038003000,Female,Service,Yes,1,3.0,6.2,0.4,48
fffe3500330034003700,Female,Service,Yes,2,3.0,4.6,0.4,39
fffe31003500370033003500,Male,Service,Yes,3,5.0,7.1,0.5,41
fffe31003800310038003200,Male,Service,Yes,3,6.0,6.0,0.44,41
fffe31003200320039003500,Female,Service,Yes,2,6.0,8.3,0.64,45
fffe32003500370039003600,Female,Service,Yes,2,5.0,8.4,0.64,41
fffe32003300310033003300,Male,Service,No,1,1.0,3.5,0.25,42
fffe3200320031003500,Female,Service,No,4,7.0,6.9,0.53,40
fffe3200370036003400,Male,Service,Yes,2,4.0,7.0,0.63,40
fffe3900320033003100,Male,Service,No,3,5.0,6.8,0.53,47
fffe33003400350033003200,Female,Product,Yes,2,5.0,5.7,0.36,46
fffe31003300300039003200,Female,Product,No,4,8.0,10.0,1.0,44
fffe31003300330031003400,Male,Product,No,1,5.0,7.2,0.53,47
fffe31003300350033003000,Male,Service,Yes,2,5.0,6.6,0.43,40
fffe33003200320035003900,Male,Service,Yes,0,1.0,0.0,0.0,47
fffe31003400360031003700,Male,Product,No,5,9.0,7.4,0.76,40
fffe32003700340037003300,Female,Service,Yes,1,3.0,4.9,0.31,48
fffe31003100350032003200,Female,Product,Yes,1,3.0,3.3,0.17,39
fffe33003300360030003400,Female,Product,Yes,1,3.0,7.2,0.5,40
fffe31003200320033003700,Male,Service,Yes,1,2.0,4.1,0.31,47
fffe32003500320036003600,Female,Service,No,2,5.0,8.0,0.63,46
fffe31003500330038003100,Male,Service,Yes,3,6.0,6.4,0.54,48
fffe3600360031003200,Female,Product,Yes,3,8.0,8.4,0.85,40
fffe32003200320032003200,Female,Service,No,4,6.0,5.9,0.52,38
fffe32003900330036003500,Male,Product,No,4,9.0,8.5,0.8,41
fffe31003100340038003500,Female,Product,No,4,8.0,9.1,0.73,47
fffe33003000360035003900,Female,Product,Yes,2,2.0,4.1,0.25,43
fffe33003400310031003400,Female,Service,No,2,5.0,5.1,0.47,42
fffe33003100300037003900,Female,Product,No,4,7.0,6.7,0.67,40
fffe31003700320033003400,Male,Service,No,5,9.0,10.0,1.0,48
fffe32003800360034003000,Female,Product,Yes,1,1.0,0.0,0.0,43
fffe3200330032003900,Female,Service,Yes,1,2.0,4.7,0.23,44
fffe3400310031003200,Female,Service,Yes,2,4.0,4.4,0.26,47
fffe3300360031003000,Female,Service,Yes,1,2.0,3.0,0.25,44
fffe3300380031003500,Female,Product,Yes,1,3.0,3.4,0.25,39
fffe31003300310034003600,Male,Service,No,3,6.0,5.7,0.38,38
fffe31003300360037003300,Female,Product,Yes,3,5.0,5.5,0.47,47
fffe3100360037003700,Female,Service,Yes,2,3.0,3.4,0.25,37
fffe31003900390036003000,Male,Service,Yes,2,4.0,6.2,0.44,39
fffe32003000380031003600,Male,Service,Yes,2,6.0,8.6,0.73,40
fffe31003700370031003800,Male,Service,No,4,6.0,5.7,0.48,48
fffe32003400380030003400,Female,Service,Yes,1,3.0,6.4,0.46,46
fffe3400310036003900,Female,Product,No,3,5.0,6.9,0.47,47
fffe3700380039003700,Male,Service,No,2,5.0,8.7,0.7,42
fffe33003000320037003600,Male,Service,Yes,1,3.0,3.8,0.24,47
fffe31003200300035003000,Female,Service,No,2,3.0,5.6,0.41,42
fffe33003000320033003200,Female,Product,Yes,3,4.0,4.9,0.27,46
fffe31003400320036003000,Female,Service,No,2,3.0,3.9,0.22,44
fffe31003000300035003300,Male,Product,No,4,9.0,8.9,0.73,48
fffe310030003800,Female,Service,No,5,9.0,9.8,0.91,43
fffe33003000360037003000,Female,Product,No,4,6.0,6.9,0.63,45
fffe31003500320039003500,Female,Product,No,2,4.0,7.5,0.68,45
fffe33003000320038003100,Male,Service,No,2,4.0,3.4,0.27,45
fffe31003400330038003300,Male,Service,No,3,7.0,8.0,0.62,43
fffe31003700300037003500,Female,Service,Yes,2,5.0,6.0,0.45,46
fffe32003400360030003600,Male,Service,No,3,7.0,9.2,0.83,42
fffe31003500340036003800,Male,Service,No,1,3.0,4.6,0.29,45
fffe32003100360034003400,Female,Service,Yes,1,3.0,4.2,0.31,42
fffe32003400320033003500,Male,Product,No,1,3.0,6.2,0.48,37
fffe33003000310030003400,Male,Service,No,2,4.0,3.8,0.3,44
fffe33003400340030003300,Female,Product,Yes,4,8.0,9.0,0.76,42
fffe33003300300033003900,Female,Service,Yes,2,5.0,6.1,0.45,38
fffe31003400360038003500,Female,Service,Yes,1,5.0,7.3,0.53,38
fffe390033003900,Female,Product,Yes,1,4.0,3.6,0.3,41
fffe33003200390037003500,Female,Product,Yes,1,3.0,5.1,0.37,42
fffe3400340030003200,Male,Service,No,4,7.0,6.5,0.58,47
fffe3500350030003900,Female,Service,No,0,1.0,4.5,0.21,44
fffe3900320037003700,Female,Product,Yes,2,2.0,3.5,0.25,41
fffe32003000370034003400,Male,Product,No,3,6.0,9.1,0.89,43
fffe33003100340035003400,Female,Service,Yes,1,4.0,6.7,0.49,39
fffe33003300310036003800,Female,Service,Yes,1,4.0,5.6,0.38,40
fffe32003700390032003300,Female,Service,No,2,4.0,7.4,0.63,47
fffe31003100360034003000,Female,Service,Yes,2,4.0,5.8,0.5,48
fffe31003400310036003800,Male,Product,No,4,9.0,7.6,0.72,41
fffe32003900300039003500,Male,Service,No,2,4.0,4.5,0.25,47
fffe32003500390038003900,Female,Product,Yes,2,2.0,4.4,0.24,41
fffe3700380033003900,Female,Service,Yes,3,7.0,7.5,0.57,46
fffe33003200340035003000,Female,Product,No,2,3.0,7.0,0.5,38
fffe3700360033003000,Male,Product,No,3,8.0,7.0,0.7,44
fffe32003000340036003900,Female,Service,Yes,2,3.0,4.9,0.42,37
fffe31003900380030003500,Female,Service,Yes,4,8.0,8.8,0.74,48
fffe31003100310038003200,Female,Service,No,3,4.0,5.7,0.38,37
fffe32003300360035003300,Female,Product,Yes,3,7.0,10.0,0.93,45
fffe31003600390035003800,Female,Product,Yes,1,1.0,3.8,0.23,46
fffe31003000340039003000,Female,Service,No,1,3.0,6.5,0.44,39
fffe31003400310038003900,Female,Product,No,4,8.0,6.5,0.59,39
fffe33003200390033003100,Female,Product,Yes,3,5.0,5.8,0.4,48
fffe3600320033003800,Male,Service,Yes,2,5.0,5.6,0.47,46
fffe31003900340036003900,Female,Service,Yes,1,2.0,2.9,0.14,39
fffe3200370030003600,Female,Service,Yes,3,4.0,5.4,0.43,40
fffe32003900380039003400,Female,Service,Yes,2,3.0,6.2,0.39,47
fffe3500330036003700,Male,Product,Yes,4,7.0,7.0,0.66,42
fffe32003300330039003800,Female,Service,No,4,6.0,6.6,0.56,48
fffe32003200300036003500,Female,Service,Yes,2,6.0,7.4,0.75,43
fffe31003800340031003600,Female,Service,Yes,2,4.0,4.4,0.3,37
fffe32003400330031003700,Male,Product,Yes,2,4.0,5.6,0.42,40
fffe31003300300039003000,Female,Product,Yes,3,5.0,7.4,0.52,38
fffe350033003600,Female,Service,Yes,1,2.0,2.6,0.14,37
fffe32003500340036003100,Female,Service,Yes,1,2.0,4.7,0.38,41
fffe33003000350031003300,Female,Service,Yes,2,3.0,4.4,0.22,38
fffe31003500300035003000,Female,Service,Yes,2,3.0,6.1,0.48,40
fffe32003200310033003100,Female,Product,No,0,1.0,3.1,0.25,43
fffe3100370036003200,Male,Service,No,1,2.0,3.7,0.32,47
fffe32003800390036003100,Female,Service,Yes,2,2.0,2.7,0.2,39
fffe32003000370030003200,Female,Product,Yes,1,3.0,3.0,0.17,43
fffe32003800310033003200,Female,Product,Yes,2,4.0,6.5,0.44,47
fffe340032003000,Female,Product,Yes,2,5.0,7.1,0.49,44
fffe31003400300034003900,Female,Service,Yes,2,3.0,5.3,0.44,48
fffe3800350033003400,Female,Service,No,2,4.0,6.9,0.57,48
fffe350039003400,Male,Product,Yes,1,3.0,5.4,0.32,40
fffe3300340031003500,Female,Product,No,2,4.0,8.3,0.67,44
fffe31003300370034003500,Female,Service,Yes,2,5.0,4.9,0.41,41
fffe3400320039003400,Female,Service,No,2,2.0,4.2,0.2,38
fffe33003100370037003000,Female,Service,Yes,0,1.0,1.6,0.02,44
fffe32003300300031003900,Male,Service,Yes,1,2.0,3.6,0.31,43
fffe32003800360031003200,Female,Service,Yes,1,3.0,4.7,0.37,40
fffe31003000300036003900,Female,Service,Yes,0,1.0,0.5,0.0,46
fffe32003700390037003500,Male,Product,Yes,2,4.0,5.9,0.47,47
fffe31003100380033003800,Male,Service,No,2,3.0,2.4,0.18,48
fffe31003300340035003800,Female,Product,No,3,4.0,5.5,0.49,45
fffe31003500320039003400,Female,Service,Yes,5,10.0,9.6,1.0,45
fffe32003700370031003800,Male,Product,Yes,2,3.0,4.9,0.25,39
fffe32003000320036003900,Female,Service,Yes,2,3.0,3.9,0.29,42
fffe3200300031003100,Male,Product,No,2,6.0,6.1,0.6,47
fffe33003300300038003100,Female,Product,No,1,1.0,3.7,0.29,48
fffe350038003100,Female,Service,No,2,6.0,6.0,0.51,41
fffe33003000320034003300,Male,Service,No,2,3.0,3.8,0.21,46
fffe31003000330038003800,Male,Service,Yes,1,3.0,6.1,0.41,46
fffe33003400350038003300,Female,Service,No,3,4.0,5.5,0.33,44
fffe32003100310035003300,Male,Service,No,3,6.0,7.8,0.62,39
fffe33003000330033003400,Male,Service,Yes,3,5.0,7.5,0.58,48
fffe3100370038003100,Female,Service,No,1,2.0,5.9,0.43,43
fffe3500380035003900,Female,Service,Yes,5,10.0,9.9,0.92,38
fffe31003300380039003000,Male,Service,Yes,3,7.0,7.3,0.56,39
fffe340038003600,Female,Service,No,3,6.0,7.8,0.62,41
fffe31003500330038003800,Male,Product,No,3,7.0,9.2,0.78,39
fffe32003300350035003700,Male,Service,No,3,7.0,6.6,0.57,43
fffe32003900320038003900,Female,Service,No,4,7.0,8.1,0.61,43
fffe31003300340036003400,Female,Product,Yes,2,4.0,6.4,0.47,43
fffe3100300031003400,Male,Service,No,3,7.0,7.3,0.69,38
fffe3300320038003200,Female,Service,Yes,5,9.0,8.3,0.8,38
fffe32003800330037003900,Female,Service,Yes,0,2.0,4.1,0.32,45
fffe3100340038003900,Female,Product,Yes,1,1.0,0.7,0.04,41
fffe3200390039003000,Female,Product,Yes,2,3.0,6.8,0.46,39
fffe31003700390038003000,Male,Product,Yes,2,3.0,5.2,0.29,42
fffe32003700320038003300,Male,Service,No,3,7.0,7.4,0.63,41
fffe33003300330032003600,Female,Product,No,3,6.0,7.1,0.67,40
fffe33003400350030003400,Male,Service,No,4,7.0,8.5,0.65,40
fffe32003800390030003700,Male,Service,Yes,2,3.0,5.2,0.4,40
fffe3600340037003600,Male,Product,Yes,1,1.0,2.4,0.1,48
fffe31003100380031003300,Male,Service,Yes,4,7.0,8.1,0.64,37
fffe32003400370035003200,Female,Service,Yes,1,3.0,6.1,0.4,39
fffe32003000350034003700,Male,Service,No,3,7.0,6.0,0.55,40
fffe31003000320038003300,Female,Service,No,1,1.0,1.4,0.08,45
fffe3600380031003000,Male,Product,Yes,2,2.0,4.6,0.23,37
fffe31003900330036003700,Female,Product,No,2,5.0,4.5,0.34,40
fffe33003400340034003400,Female,Service,No,2,3.0,3.5,0.24,48
fffe31003700330035003700,Male,Service,No,1,2.0,3.4,0.25,45
fffe3800340034003200,Male,Service,Yes,3,5.0,5.6,0.47,48
fffe3100330038003400,Male,Service,Yes,2,4.0,5.4,0.38,46
fffe3800340038003200,Male,Product,No,1,5.0,5.9,0.52,46
fffe3800330038003600,Male,Service,No,2,4.0,5.9,0.57,48
fffe32003000330031003800,Female,Service,No,2,3.0,4.1,0.2,48
fffe3800350039003900,Male,Service,No,2,4.0,6.5,0.59,37
fffe310030003900,Female,Service,Yes,1,2.0,2.2,0.13,38
fffe31003500320033003200,Female,Product,No,2,4.0,7.1,0.56,43
fffe32003200320038003300,Female,Product,Yes,2,3.0,6.4,0.47,41
fffe32003900360035003400,Female,Product,Yes,2,2.0,2.6,0.18,40
fffe3600330035003800,Male,Service,Yes,1,4.0,5.3,0.41,48
fffe3600370035003600,Male,Product,Yes,2,3.0,6.3,0.44,43
fffe3800340030003500,Female,Service,No,4,8.0,6.6,0.64,37
fffe320032003900,Female,Service,No,2,4.0,5.2,0.45,45
fffe32003200310037003900,Male,Product,No,2,4.0,5.6,0.37,37
fffe33003000310037003700,Female,Service,No,2,4.0,3.7,0.21,41
fffe32003800360030003800,Female,Service,Yes,2,5.0,6.0,0.49,38
fffe33003100390036003200,Male,Product,No,1,2.0,4.9,0.37,39
fffe33003300350033003100,Male,Product,No,2,5.0,7.0,0.61,38
fffe33003400300036003100,Female,Service,No,1,2.0,5.3,0.29,45
fffe31003500370033003900,Female,Product,Yes,3,6.0,6.2,0.41,45
fffe31003200330032003500,Female,Service,Yes,2,3.0,4.0,0.32,45
fffe32003500300038003400,Female,Service,Yes,3,7.0,6.5,0.53,48
fffe33003200310035003200,Male,Service,Yes,0,1.0,2.7,0.2,43
fffe31003300330039003600,Male,Product,No,3,6.0,7.2,0.65,41
fffe32003100320034003200,Male,Service,No,2,5.0,7.3,0.57,40
fffe32003800380031003400,Male,Service,Yes,2,4.0,6.0,0.47,39
fffe32003900320035003800,Female,Service,Yes,3,6.0,6.6,0.47,37
fffe32003500300038003700,Male,Service,No,1,1.0,1.1,0.08,38
fffe3400370034003300,Male,Product,No,1,3.0,3.2,0.18,42
fffe32003800340030003800,Female,Service,No,1,4.0,5.9,0.4,45
fffe31003600300039003900,Male,Product,Yes,2,4.0,6.8,0.5,46
fffe31003000340031003500,Female,Service,Yes,3,5.0,4.6,0.39,39
fffe31003300330031003000,Female,Service,Yes,0,1.0,3.8,0.23,39
fffe3900350031003100,Male,Product,Yes,3,6.0,6.3,0.55,46
fffe32003900390036003900,Female,Product,No,0,1.0,2.8,0.15,37
fffe33003200350038003200,Male,Service,Yes,0,1.0,0.0,0.0,41
fffe3100310035003400,Male,Service,No,2,4.0,7.1,0.68,37
fffe31003500330039003200,Female,Product,No,3,7.0,7.2,0.72,39
fffe32003000370039003300,Female,Service,No,2,5.0,7.0,0.57,45
fffe33003100380038003500,Male,Product,Yes,1,2.0,5.7,0.46,37
fffe32003100330035003900,Female,Service,Yes,1,2.0,4.4,0.3,43
fffe380034003000,Male,Service,Yes,2,3.0,3.1,0.21,38
fffe32003400300036003300,Male,Product,Yes,3,6.0,5.1,0.34,43
fffe32003600360030003500,Male,Service,No,3,7.0,8.1,0.64,41
fffe32003000380035003200,Female,Service,Yes,2,3.0,4.3,0.3,38
fffe3300350031003500,Female,Service,No,2,4.0,5.6,0.32,37
fffe32003300330031003600,Male,Service,No,2,5.0,6.2,0.56,39
fffe3900380032003300,Female,Service,Yes,2,4.0,5.0,0.45,45
fffe32003100310036003500,Female,Product,No,0,2.0,4.6,0.28,42
fffe3400370037003500,Female,Service,Yes,1,2.0,4.3,0.32,45
fffe31003300380035003100,Female,Service,No,3,6.0,7.1,0.58,42
fffe33003200360035003900,Male,Service,No,3,5.0,6.6,0.43,47
fffe33003200350037003800,Female,Service,Yes,3,5.0,4.8,0.34,44
fffe32003300320035003900,Female,Service,No,4,7.0,8.5,0.8,45
fffe31003900340036003600,Female,Product,Yes,2,4.0,4.5,0.32,48
fffe31003700380039003000,Female,Product,Yes,3,5.0,4.9,0.28,37
fffe31003900390033003800,Male,Service,Yes,4,8.0,7.7,0.58,44
fffe31003700300037003600,Female,Service,Yes,0,1.0,0.5,0.05,45
fffe31003900300033003400,Male,Service,Yes,1,1.0,2.1,0.14,41
fffe33003400370034003900,Male,Service,Yes,2,4.0,4.9,0.39,43
fffe33003200350034003700,Male,Service,No,3,6.0,7.4,0.68,38
fffe31003400310033003800,Female,Product,Yes,0,1.0,2.9,0.09,37
fffe32003200300030003800,Male,Service,Yes,4,9.0,7.3,0.7,43
fffe31003100350039003000,Male,Service,No,3,6.0,8.2,0.65,46
fffe32003800390034003600,Male,Service,No,3,7.0,6.9,0.65,48
fffe32003500350032003700,Male,Service,No,4,8.0,9.7,0.83,40
fffe33003000340035003100,Male,Service,Yes,4,8.0,7.9,0.72,39
fffe32003400320033003200,Female,Service,Yes,2,4.0,6.7,0.45,42
fffe31003700330035003000,Female,Service,No,5,10.0,10.0,0.97,43
fffe33003100380034003800,Male,Service,Yes,2,4.0,6.1,0.38,42
fffe3900370035003000,Male,Service,No,2,2.0,2.9,0.21,39
fffe3100340030003500,Male,Service,Yes,4,7.0,6.8,0.66,43
fffe33003000370036003400,Male,Product,Yes,2,3.0,3.3,0.27,38
fffe31003500390037003400,Male,Service,No,2,3.0,4.9,0.28,47
fffe3600330031003700,Female,Service,Yes,2,4.0,5.2,0.37,47
fffe3400390038003900,Male,Product,No,3,6.0,7.2,0.53,43
fffe32003100360033003400,Male,Service,No,1,4.0,5.4,0.39,40
fffe3200320032003200,Female,Service,No,1,2.0,3.6,0.25,48
fffe32003900300036003000,Male,Product,Yes,3,6.0,5.4,0.44,37
fffe33003400390036003900,Male,Product,No,1,3.0,5.9,0.41,44
fffe31003100320030003600,Female,Product,Yes,1,4.0,4.4,0.32,40
fffe33003200340037003100,Male,Service,Yes,2,5.0,6.6,0.51,48
fffe31003900300030003000,Female,Service,No,2,4.0,7.2,0.68,43
fffe3900310039003200,Male,Service,No,3,5.0,7.8,0.68,47
fffe33003100330039003200,Female,Service,Yes,2,5.0,7.4,0.6,46
fffe33003000370031003000,Male,Service,No,3,5.0,7.0,0.64,43
fffe33003000310034003000,Male,Product,Yes,2,5.0,6.3,0.47,37
fffe32003100300039003700,Female,Service,No,2,4.0,5.2,0.39,45
fffe31003400350035003900,Male,Service,Yes,2,4.0,6.1,0.41,48
fffe31003900300031003600,Female,Product,Yes,2,5.0,5.9,0.49,40
fffe31003900330030003500,Male,Product,Yes,0,1.0,0.6,0.0,47
fffe31003100380036003400,Female,Service,Yes,2,4.0,6.2,0.47,48
fffe31003900300035003200,Female,Service,No,4,9.0,8.3,0.74,39
fffe32003300370030003800,Male,Product,Yes,4,6.0,7.9,0.57,48
fffe32003500380031003900,Male,Product,Yes,2,4.0,6.3,0.45,44
fffe31003400390032003500,Female,Service,No,0,1.0,4.5,0.26,40
fffe32003500300034003600,Female,Service,No,2,4.0,5.4,0.33,47
fffe32003500300037003300,Female,Service,No,2,2.0,2.4,0.16,40
fffe32003700380036003500,Female,Service,No,3,7.0,7.4,0.58,45
fffe31003000320033003100,Female,Product,No,1,4.0,6.0,0.53,39
fffe3900330034003400,Female,Service,No,2,4.0,6.1,0.37,42
fffe32003600330035003900,Female,Product,No,1,2.0,4.9,0.31,44
fffe3800330038003300,Female,Service,No,2,5.0,7.0,0.54,46
fffe32003500330033003700,Female,Product,Yes,3,7.0,7.3,0.72,37
fffe32003600390033003000,Female,Product,Yes,2,3.0,6.0,0.46,45
fffe31003400380032003100,Male,Service,Yes,1,3.0,5.7,0.39,47
fffe32003300350031003900,Female,Service,No,3,6.0,6.8,0.59,46
fffe31003600330035003100,Female,Service,Yes,0,1.0,3.1,0.1,41
fffe32003700380039003200,Male,Service,No,2,5.0,6.7,0.51,44
fffe32003600310038003500,Male,Service,Yes,1,3.0,6.8,0.49,41
fffe32003400360037003400,Female,Service,Yes,2,4.0,6.2,0.39,47
fffe32003000320037003000,Male,Service,Yes,5,9.0,8.1,0.78,44
fffe3900300033003800,Male,Service,No,2,5.0,6.8,0.66,47
fffe33003100370032003200,Male,Service,No,2,4.0,7.6,0.63,39
fffe33003300390032003200,Female,Product,Yes,2,3.0,4.4,0.22,46
fffe32003300320034003900,Female,Service,No,0,1.0,3.5,0.25,41
fffe32003400320031003300,Male,Product,Yes,1,1.0,1.5,0.04,37
fffe31003300310033003600,Female,Service,No,5,10.0,9.9,0.95,43
fffe31003200380037003400,Male,Product,No,3,5.0,6.9,0.56,39
fffe3600390034003200,Male,Service,No,3,7.0,6.5,0.64,48
